Id,Prediction
382,2960776.67079444
383,4391730.19562443
384,3455102.85553805
385,5536078.76130041
386,3502133.78191027
387,4877509.03421402
388,4016176.08610367
389,4631756.78247809
390,4703000.75574436
391,3371068.89319214
392,3245022.9744501
393,4438811.02774629
394,4837166.52703318
395,2897522.11102918
396,4826138.1972446
397,4662163.97597697
398,5206776.07706651
399,5072357.96575465
400,3853908.16595701
401,3708035.73002654
402,3192013.56931873
403,4939681.55293885
404,3854004.97977236
405,4347821.96285341
406,4670448.53141204
407,4358117.68684703
408,2860856.86620128
409,3570964.22818469
410,3423788.60615765
411,3518842.66670996
412,4501809.96247789
413,4864367.05872284
414,4778527.11802286
415,3755474.62374591
416,4957967.09317152
417,2863316.93286269
418,4785059.59232345
419,3380739.14728377
420,3778563.22195888
421,4798251.85308274
422,4007300.26061352
423,3578434.92105177
424,4494349.91163446
425,3919390.55352557
426,4236823.33195799
427,3417147.20587606
428,4672142.54734439
429,3121517.99901148
430,3959871.75381412
431,3786621.50772323
432,2773063.57657499
433,3990073.37404548
434,3385947.80776262
435,4406433.90973663
436,3230617.42470447
437,3441731.88836771
438,3044930.24377
439,4946871.58986401
440,4727957.46247586
441,4324805.09860079
442,3870762.52667769
443,5213681.53583225
444,4085770.1370619
445,3962280.87314751
446,5445421.86512112
447,3516126.5215342
448,4707827.13406007
449,4777429.70609947
450,5025092.84088853
451,4067999.49714817
452,3044971.08716292
453,4631842.80563602
454,4682968.50022877
455,4038351.80446396
456,2829525.47646468
457,4133653.17239262
458,4367584.02840886
459,3324408.70482614
460,4764840.10040607
461,4282897.23193995
462,5199977.39689816
463,3041590.6293603
464,4733012.17068296
465,4142839.78183535
466,4734658.90897923
467,3643761.38022808
468,4066315.2790626
469,4562165.19776038
470,4659517.39168709
471,4859637.36845659
472,3734768.05995715
473,4662592.53121362
474,5037762.68612145
475,3804788.53833021
476,3503173.55092051
477,4490889.58333282
478,4012630.86431512
479,4523689.42714551
480,3418745.69795834
481,5138562.26399967
482,2996735.65966283
483,3966319.47715178
484,5002848.10998226
485,3554646.27865511
486,3888420.57302238
487,3790708.33746335
488,4326973.61359779
489,3908655.85788168
490,4755148.10767946
491,3526692.76923145
492,4482311.72373155
493,4457302.38534197
494,4577201.50263414
495,3972998.81778794
496,4752081.18649944
497,4183401.10458567
498,3980067.56054954
499,4616529.8131407
500,4239652.16598782
501,2884960.98898012
502,3694068.71258316
503,5034882.11002959
504,3168878.328178
505,4268862.02952932
506,3417777.45533382
507,4361425.50837561
508,2992475.8219553
509,4662509.99590978
510,4662393.21552387
511,4858488.46218317
512,2921326.74426972
513,5401386.73942336
514,3531621.25817104
515,2837798.38390155
516,3482350.58560046
517,4370876.39673341
518,4156918.79197714
519,4269197.96025184
520,3603333.07869427
521,5139764.63005516
522,4972122.95699489
523,4537949.17481812
524,3996528.61385844
525,4111123.71118725
526,2694847.67828571
527,4702871.75187855
528,5250637.36676982
529,4096403.89152592
530,3906024.21879565
531,3449688.86032285
532,4730620.63778759
533,3753069.34507864
534,5082010.15537711
535,4518924.16733462
536,4215565.64497757
537,3511322.92638599
538,3684927.74486387
539,5094332.05823092
540,4728908.78488365
541,3314590.79377103
542,3133565.93060241
543,3472222.05429147
544,3968529.00498945
545,4101506.99488678
546,2799377.53427241
547,4180595.80584313
548,3496568.89079438
549,4652274.1768224
550,3746815.58178365
551,3885645.20634375
552,4029800.70192419
553,5067146.44961923
554,4484275.82949334
555,3870100.25965131
556,3433433.52807792
557,4443248.42992981
558,4000124.90094441
559,3910197.82634993
560,4780526.05682275
561,4935391.48896306
562,2843138.58399765
563,4461824.12402596
564,3126550.24620186
565,4561720.9253983
566,3427781.8744169
567,4716321.09244597
568,3907325.88697351
569,3288865.66097989
570,3955891.86399226
571,4570975.17863536
572,4530100.0499073
573,4203416.42475384
574,4615124.21935957
575,3300128.98117184
576,5304472.56739054
577,3638369.3781122
578,4061910.96613216
579,4570938.20743494
580,3401749.42970353
581,4615005.54397982
582,4627767.91285727
583,3973075.06005961
584,4497610.59428956
585,3878567.12260679
586,3802976.15059364
587,4092724.85369814
588,4555069.504338
589,4629343.51133241
590,3470198.56532375
591,4199791.06106722
592,4254204.59990215
593,3157289.78196719
594,4007183.5200765
595,3936704.08798419
596,3258896.44979727
597,3169455.58549522
598,4066248.21897389
599,4547211.75205792
600,4530372.86906592
601,4746345.70853819
602,4830749.31704878
603,2958578.31958155
604,3149467.57883589
605,2967500.30376276
606,2903478.66969865
607,4129935.21193484
608,3110316.98957282
609,4629612.02808896
610,4325369.3234665
611,2661017.67987897
612,5126884.13752242
613,5173204.71450603
614,4534351.51554328
615,2883319.71052594
616,4964069.42916437
617,4544330.90602238
618,5099079.22776433
619,4683184.52589404
620,4676681.39738359
621,5233766.01562352
622,4305845.08036839
623,4339574.63117957
624,2893688.62640967
625,3901417.59152575
626,4342534.76795465
627,4126953.52804339
628,3654527.49353961
629,3374762.22962206
630,5646397.49509882
631,4635820.45154998
632,4759388.22976427
633,5129620.11020378
634,2749591.00583143
635,3396152.63673304
636,4522263.56583417
637,3835512.43897879
638,3274145.27459662
639,4875696.99955742
640,4386960.92049653
641,4810219.917364
642,3172558.82026354
643,4380212.58574192
644,4700253.04366979
645,3517988.88449922
646,4942017.83453075
647,3934386.2317714
648,3135759.43360291
649,3164227.53750746
650,3434515.77955653
651,3965822.99495181
652,5011037.6561057
653,4292938.87805547
654,3361221.65151707
655,4949753.15409644
656,3839441.0417526
657,4413906.82233987
658,5144766.390142
659,4090791.50816074
660,5154266.22700689
661,5430812.3014002
662,4722384.04756101
663,4333284.36511729
664,3715981.1630865
665,3418241.18220399
666,4817308.15766206
667,3634007.85205492
668,4227155.15991627
669,3950940.08078149
670,5174265.44548226
671,5141199.1729874
672,3350791.16258881
673,4017624.3516496
674,5202997.96500117
675,3246838.42807678
676,3832005.16457001
677,3084087.5881709
678,4501047.51916376
679,4634337.2667653
680,3563329.90279969
681,4755709.78534148
682,3406563.38581396
683,4522162.64075568
684,4411434.67683211
685,4544374.23132863
686,3223027.39664633
687,3235939.08281492
688,4546049.14217293
689,3141610.289834
690,4177084.00754813
691,3051640.98986223
692,3560004.55408137
693,3442458.17267425
694,2790806.03249937
695,3124144.12051737
696,4105184.32818716
697,4205886.2462941
698,3876462.17576943
699,2969172.28232073
700,4906326.92873394
701,4015106.3521177
702,4664559.12425532
703,4826854.81327189
704,4367997.98513035
705,4530519.00144399
706,5065330.6417344
707,4925050.93895498
708,4607433.91640684
709,4301580.05247036
710,4410053.88654359
711,5246278.31488368
712,4384562.44704504
713,3802421.73555181
714,4153260.03843768
715,3818881.65146339
716,3740376.18175736
717,3951742.29705306
718,4474974.09472453
719,4685571.07018506
720,4308885.65136544
721,5525591.94347914
722,4337635.95107977
723,3050691.22997522
724,4790518.92837474
725,4746255.41007339
726,3232248.69793634
727,3416216.8805014
728,4158976.3141459
729,3655494.38801918
730,4086947.49371612
731,3854531.89631784
732,3312327.31592972
733,5049436.38003006
734,3677163.78398335
735,4190523.8530772
736,3168108.65584465
737,4043363.47082934
738,3386462.01436868
739,3627204.13673484
740,4313144.44047792
741,3841362.1466298
742,4834991.73164127
743,4628946.52693596
744,4351196.20566135
745,4799055.91863334
746,3222766.49807022
747,4960755.4963352
748,4565197.35867999
749,4947187.44765649
750,4952622.68547923
751,3969609.71643323
752,3658503.408645
753,2523416.98121284
754,3498433.11103498
755,3516975.18648307
756,4012787.97971439
757,4744762.86511407
758,2922145.16612786
759,5103071.60343316
760,3909535.13671683
761,3719897.71031673
762,3388620.63565646
763,3617648.38929117
764,4826504.58535127
765,5045545.78762509
766,4287677.07630966
767,3097090.46065841
768,4070625.7329853
769,4408980.88594611
770,3564386.477066
771,3965784.13973834
772,4167490.65481264
773,4048862.56447072
774,4205253.90441759
775,4643388.94979871
776,3543908.75941433
777,4195226.52929492
778,4579826.1454132
779,3723962.02748249
780,3267561.94280263
781,3723246.87215784
782,4625385.18994283
783,3472360.51276946
784,4421278.04593374
785,3219667.59074861
786,4796180.35621571
787,4182410.87137621
788,5164492.65225787
789,5052352.53670093
790,3325179.58416853
791,4810308.09411427
792,3556999.73161674
793,2822505.36925709
794,3835155.4446901
795,4778790.25715907
796,2890530.89288253
797,4055888.38242145
798,4216072.27247145
799,4271929.08569231
800,4834069.02754327
801,4833072.55182871
802,4522653.50585973
803,4481794.83901599
804,3961650.3625617
805,4101533.6597911
806,4487002.21999741
807,4615252.08342915
808,4156670.40133463
809,2788421.61239987
810,4189316.86040326
811,3849807.43803316
812,4315326.45895073
813,4069068.30127131
814,2662096.25066963
815,4429230.36611293
816,3735488.9536828
817,3557344.08955052
818,3731330.9481608
819,3094229.52474243
820,4223181.55231349
821,4244856.55771537
822,4101459.45969145
823,3984743.9539015
824,4595336.89825328
825,4450844.35105895
826,4993479.39787444
827,2797763.44355006
828,5173250.02009371
829,4320793.68256577
830,4646155.13870588
831,4590638.74431445
832,4216120.71560188
833,4272404.86420421
834,4775872.74568685
835,3504742.63682587
836,2628677.32806355
837,4803713.58409934
838,3644137.61477286
839,2527989.78279892
840,3583329.9264838
841,3420786.16570943
842,4764529.12207104
843,3394691.56505481
844,3942387.16913664
845,4563337.36558509
846,5028286.14040532
847,4346756.73420912
848,3539509.81770027
849,3290795.49340639
850,3168642.7176402
851,4362572.96370577
852,5477759.20976518
853,3271951.48756763
854,3490263.49323425
855,3486575.40561376
856,4360072.10865583
857,4188949.67882409
858,3133797.33999901
859,4321787.70426397
860,4159020.63240045
861,4717090.71376945
862,3371506.8652165
863,4596740.58298514
864,4715691.06976255
865,4723595.71130198
866,3931828.96901109
867,2948344.30352047
868,4087174.87501354
869,4466925.31407531
870,2856553.87336961
871,4791070.18303473
872,4005290.03353754
873,4779053.23733207
874,4660876.16297393
875,3106952.92053976
876,3206729.81033239
877,5297195.81907327
878,3665621.59512149
879,4784416.1156428
880,3529448.42618843
881,3792303.76862373
882,4387640.97279617
883,3649343.20122991
884,4657039.98412267
885,4827799.17783975
886,3538060.74826383
887,4734209.44272039
888,3202288.67401293
889,4163250.12468721
890,3554521.0032051
891,4327431.42700961
892,5064632.66510766
893,3248090.51307894
894,4977850.02482589
895,4598100.75522831
896,4096632.2335367
897,3756034.97857366
898,4085356.33546221
899,5212846.12335558
900,3592478.43811933
901,5131770.47607184
902,4546037.66531773
903,4564802.27106674
904,2912560.85521825
905,3817780.75655178
906,4123842.41604552
907,4360256.37716909
908,4264527.00024685
909,4176483.6165618
910,4600592.42822722
911,4344729.50003401
912,4314900.60678477
913,3449480.15808269
914,4324168.35196471
915,4328929.50094704
916,2533748.3324986
917,4560415.54354211
918,3359178.01559839
919,4265522.12872643
920,4628526.50455574
921,3111709.29367443
922,4291305.12291395
923,4346561.5235696
924,4842092.72780825
925,5374426.13705279
926,4997319.76083595
927,4054360.49869063
928,4974755.09271283
929,3729470.05438134
930,4295555.96731446
931,3082685.4862864
932,4239095.88278838
933,4971893.12341885
934,4008411.96816666
935,4047843.14140889
936,3014821.85496002
937,4319185.59989733
938,3474852.7757154
939,4534266.55445405
940,4718645.94603408
941,3948295.56789697
942,4362339.4108036
943,4494350.83148751
944,4640742.41175274
945,2612769.70942544
946,4894652.85693725
947,4390958.00013029
948,4111018.24145921
949,3985777.73324119
950,4839957.18723797
951,3887381.84563568
952,3004158.72822148
953,4040962.53693055
954,4437367.44064096
955,4414491.85756364
956,4244247.5975366
957,5131664.9792709
958,4641960.56217657
959,4226880.53699364
960,4980061.63381337
961,4984252.59180812
962,4985277.36650986
963,5025892.58001771
964,5656898.16217667
965,3072406.82101568
966,4454668.04939144
967,4819878.80759311
968,4106039.85205446
969,3535250.54104291
970,3345524.65539937
971,3431521.43415748
972,3049069.94542201
973,3202558.00162258
974,3464493.20014573
975,3515524.76441635
976,2861104.38897437
977,4295029.86814388
978,3877289.44584731
979,5725124.16298907
980,4957549.98224906
981,2598719.90014898
982,4017916.56157844
983,5261117.67830416
984,4825042.4414104
985,4710625.031937
986,3269972.35248655
987,4807469.93194684
988,4795704.12223413
989,3843178.75236058
990,4790459.38983333
991,2624548.57897375
992,4193698.24117681
993,4851071.16390749
994,4392462.50312164
995,3014914.29976659
996,3738938.27676558
997,4859786.66043416
998,3260428.22324861
999,4525544.60249981
1000,4287838.18777663
1001,3714143.64264465
1002,3948522.2546901
1003,4397110.64975601
1004,4481192.19095403
1005,4816094.10308837
1006,5346981.53638699
1007,4523467.80064917
1008,2990625.12083991
1009,3508911.07604166
1010,4101214.90801621
1011,5244871.52225885
1012,3969591.50906117
1013,4122572.42791091
1014,4233889.7706697
1015,4079067.75545254
1016,4631127.70621492
1017,4209259.65057681
1018,4014524.44870482
1019,3509059.874632
1020,4559016.01337889
1021,4524088.62698838
1022,4094033.02379644
1023,3317872.54208805
1024,4344313.52921195
1025,4365652.17314715
1026,4506483.28822196
1027,3660263.06590643
1028,4961640.45345533
1029,3562468.57526233
1030,4833489.96088157
1031,3234436.46011627
1032,2908936.99472644
1033,4967399.18532045
1034,5031079.28655989
1035,4009916.84477027
1036,4749257.77565929
1037,4172677.39607792
1038,4401024.52877316
1039,4215200.22028042
1040,3864378.18918298
1041,3213717.14779843
1042,2675509.18346006
1043,4289707.27480676
1044,4832668.21406952
1045,4728734.97926794
1046,4545552.76626443
1047,4459778.94184343
1048,3649491.0954843
1049,4257822.43675555
1050,4737927.77228309
1051,3085545.1102268
1052,3870824.83091067
1053,3521924.92744514
1054,5343651.92610782
1055,2795665.70881524
1056,5501888.70422416
1057,4389859.13846067
1058,3170654.32852364
1059,4375696.09255254
1060,4801507.11834645
1061,4429706.36110474
1062,4770109.70113822
1063,4685275.64102423
1064,4425185.97183197
1065,3285929.71011903
1066,4763655.55696628
1067,4250955.88320381
1068,3727040.2342311
1069,4128546.35246609
1070,4207670.03165768
1071,4063154.34798105
1072,4681123.01452574
1073,4968894.08412812
1074,4190616.83000542
1075,3355651.98689245
1076,4128658.33247607
1077,3985846.28414299
1078,3397289.55359641
1079,4692554.56946133
1080,3173796.7287
1081,4233608.96767175
1082,3408229.95785683
1083,4661604.25362128
1084,3618147.55706468
1085,2513721.0720674
1086,4611053.60744673
1087,4140654.05044277
1088,4518820.69562483
1089,3397430.60836586
1090,4931213.97246557
1091,3419859.99948108
1092,4762294.3119884
1093,4536841.98349281
1094,4586429.63977219
1095,4234715.56340729
1096,2574626.88442549
1097,3603205.5465823
1098,3287022.60522407
1099,4598791.25871185
1100,3428469.72767144
1101,4226108.25975265
1102,3414292.02969916
1103,4002593.45062796
1104,4792941.28641158
1105,3651271.96170557
1106,2958228.62984206
1107,4318021.79096369
1108,4441584.12012988
1109,4258460.09082859
1110,4587071.73985015
1111,4156361.22344869
1112,4043678.83222769
1113,3118618.25815911
1114,4545098.33220344
1115,3443930.19937288
1116,3386330.17846454
1117,4269174.42611851
1118,4428329.12829344
1119,3133435.76683933
1120,4027393.09546559
1121,2481453.2514627
1122,4071305.68089132
1123,3282911.32392308
1124,3329413.62215411
1125,4499623.8770366
1126,4319001.67326927
1127,3191585.31463855
1128,4345352.036724
1129,4812782.71879542
1130,4576325.07927757
1131,4843971.15375768
1132,3639517.0573724
1133,2948816.68765906
1134,4564141.5805943
1135,3275008.10051371
1136,4616679.55516077
1137,2790176.1393627
1138,4506027.4851453
1139,4738722.63995196
1140,4852740.10480304
1141,4451820.88609898
1142,4673453.90891252
1143,3597760.83639117
1144,3520111.94091497
1145,3936291.57545824
1146,4095129.60261946
1147,4824157.40262172
1148,4637242.26653961
1149,4390008.60772529
1150,4658488.70165472
1151,2597653.38150952
1152,3454881.47008302
1153,4677241.92013793
1154,3614064.67132544
1155,3524554.08829322
1156,4376663.24936119
1157,4267710.12149531
1158,4124187.29162076
1159,4384020.98429486
1160,4563819.5627699
1161,4210278.84412004
1162,4416964.45157531
1163,3754377.76470176
1164,4678810.33056179
1165,4544350.15691998
1166,4213965.92293689
1167,4975563.83433794
1168,3079516.95680567
1169,5386180.39164413
1170,3549961.95080866
1171,3460152.81380876
1172,2440345.42958146
1173,4334933.21318743
1174,3467893.18055719
1175,4318853.25911646
1176,4614022.2325738
1177,4875392.23379099
1178,4303699.66916033
1179,4192266.32028306
1180,4839275.24290675
1181,4001859.42794552
1182,5123133.32300436
1183,2993139.10408622
1184,4055072.12018332
1185,3034879.29779705
1186,4446593.51625679
1187,4002809.52899396
1188,4446032.73781076
1189,4906124.7112163
1190,4580658.41772889
1191,4287998.44957977
1192,4267654.93010551
1193,3848690.73585905
1194,4889830.17432971
1195,4240932.25203669
1196,3589631.19903987
1197,3370328.13440722
1198,3778179.18847682
1199,4169288.71595615
1200,5473795.8015916
1201,4151540.81665618
1202,3399051.02991394
1203,3286696.16027437
1204,3251058.80309486
1205,3234600.61688278
1206,4289982.19713921
1207,4260923.19049473
1208,4382059.53522443
1209,4586986.86598893
1210,3118515.3625179
1211,3782932.30135004
1212,4080636.66954902
1213,4860184.27292945
1214,4187144.34518274
1215,3494650.92307589
1216,4607797.13604558
1217,3163679.14008322
1218,3144237.10039638
1219,4565475.21436634
1220,4314075.7081077
1221,4386113.59032439
1222,4623085.59725868
1223,4968337.8286409
1224,4237741.91445069
1225,4284703.23557459
1226,3431254.86488192
1227,4936959.66500966
1228,3935074.95640853
1229,4349472.45816971
1230,4343325.77797918
1231,4122731.96669595
1232,2945847.52774815
1233,5065414.76392248
1234,4186918.39321411
1235,3705865.68453337
1236,3552919.308096
1237,3484594.15488262
1238,4430335.80995587
1239,4755615.90346633
1240,4369888.02243548
1241,3478716.60825164
1242,5099873.44612965
1243,4172890.16186065
1244,4445933.47477343
1245,3417379.85216941
1246,3908602.59940605
1247,4790424.88845856
1248,2665343.70246428
1249,4615728.73702716
1250,4754442.05843084
1251,3707546.30515489
1252,3322842.12862824
1253,5010206.29086854
1254,3897851.90620769
1255,3446419.21466151
1256,4067793.40572297
1257,3765298.06996986
1258,4656957.70576082
1259,3937863.20096969
1260,4067541.36960368
1261,4783505.30576198
1262,4661557.95860148
1263,2891235.2882507
1264,4539221.28941132
1265,4046241.42517989
1266,3725046.35031683
1267,5073857.71231076
1268,4008373.52524
1269,3761022.72066535
1270,3270490.31195196
1271,5187625.0215751
1272,4477962.18107823
1273,3322081.49390438
1274,2979277.80615714
1275,4638271.35942667
1276,3339041.92133448
1277,3103415.49906587
1278,4382306.93235015
1279,3439528.58884363
1280,4393962.58924356
1281,3490518.37549219
1282,4059114.37092427
1283,2870974.92610852
1284,4853481.20757941
1285,4896567.4492386
1286,2656077.97463881
1287,4172139.0698557
1288,3571892.02514573
1289,3098801.01591537
1290,3282062.58317344
1291,3340789.49254998
1292,5589043.57858669
1293,4891810.44691276
1294,4097748.4722574
1295,4317404.96494533
1296,4409511.55538014
1297,4849687.27502665
1298,3157334.52729366
1299,4135974.76955769
1300,4181756.6008712
1301,3880047.20209164
1302,4538989.08792362
1303,4533801.14172567
1304,3011745.81147988
1305,4704458.76399004
1306,4287772.56540713
1307,4433599.70298617
1308,5200823.06101558
1309,4092478.65267704
1310,4797296.34651401
1311,4503840.48300718
1312,2991493.77890146
1313,4328020.47518905
1314,3720058.98493154
1315,4513780.04668647
1316,4728627.42062101
1317,4369643.19495724
1318,4510063.86229181
1319,3946417.21679686
1320,5034052.20670666
1321,4585794.53049724
1322,4701075.61894326
1323,3596530.12769596
1324,4260705.55104076
1325,3017549.59919333
1326,3373563.65638847
1327,4832701.05928597
1328,4686848.613465
1329,4566043.35407882
1330,4762784.87788277
1331,3729648.29527733
1332,4549227.74098742
1333,3274977.88664262
1334,3643707.75119761
1335,3499572.35752285
1336,3080353.05090954
1337,4649463.55487041
1338,3271577.47603646
1339,3194435.06273134
1340,3681550.64521425
1341,5024735.26290549
1342,3860537.77296459
1343,2642557.01102715
1344,5572031.04369854
1345,2765447.43728799
1346,4183505.78449809
1347,3153158.34436913
1348,3943281.94435796
1349,4037740.05393576
1350,4322155.19783861
1351,5148388.35503527
1352,4282754.25090771
1353,4287727.91638711
1354,3403276.41642752
1355,3166308.09723182
1356,4700546.50988153
1357,3560353.75840188
1358,4427105.81709663
1359,3375056.16699899
1360,4431388.21353866
1361,5126624.32683444
1362,4179647.27302091
1363,4107002.3572752
